ID_x	ENG 1	ENG 2	PoS_x	CMN 1	CMN 2	SPA 1	SPA 2	NL 1	NL 2	DE 1	DE 2	CMN	ENG	SPA	scores	NL	DE	ENG 1_Associations	ENG 1_Association_Freqs	ENG 2_Associations	ENG 2_Association_Freqs	CMN 1_Associations	CMN 1_Association_Freqs	CMN 2_Associations	CMN 2_Association_Freqs	DE 1_Associations	DE 1_Association_Freqs	DE 2_Associations	DE 2_Association_Freqs	NL 1_Associations	NL 1_Association_Freqs	NL 2_Associations	NL 2_Association_Freqs	SPA 1_Associations	SPA 1_Association_Freqs	SPA 2_Associations	SPA 2_Association_Freqs
139	sea	ocean	nouns	海	海洋	mar	océano	zee	oceaan	Meer	Ozean	5.909090909090909	5.153846153846154	4.2	3.942365967365967	6.0	5.1230769228	ocean; water; wave; blue; salt; shell; ship; fish; shore; sand; see; vast; big; boat; green; side; whale	60; 27; 16; 13; 10; 10; 8; 7; 7; 5; 5; 5; 4; 4; 4; 4; 4	sea; water; blue; waves; vast; salt; fish; Pacific; deep; beach; sand; calm; marine; wide	47; 37; 25; 24; 15; 13; 9; 6; 5; 4; 4; 3; 3; 3	蓝色; 蓝; 水; 沙滩; 海鸥; 鱼; 咸; 山; 浪; 大	13; 7; 5; 5; 5; 5; 4; 4; 4; 3	蓝色; 鱼; 广阔; 蓝; 波浪; 大海; 鲸鱼; 一望无际; 太平洋; 海水; 海豚; 生物; 蔚蓝; 咸	13; 10; 6; 6; 5; 4; 4; 3; 3; 3; 3; 3; 3; 2	Strand; Wasser; Salz; Urlaub; Sand; Wellen; Weite; Sonne; blau; Ozean; Fische	20; 18; 12; 11; 9; 9; 6; 5; 5; 4; 3	Meer; Wasser; blau; Weite; Wal; Wale; Wellen; Atlantik; Fische; Salzwasser; Schiff; weit	30; 13; 11; 6; 4; 4; 4; 3; 3; 3; 3; 3	strand; water; golven; zon; zout; blauw; vakantie; zand; boten; zwemmen; vissen; wind; meeuw; schelpen; vis	39; 39; 22; 19; 17; 15; 13; 13; 11; 8; 6; 6; 5; 5; 5	water; zee; groot; blauw; vissen; atlantisch; golven; boot; diep; walvis; schepen; vis; vrijheid; nat; storm; strand; vakantie; zon	58; 53; 27; 25; 8; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	agua; olas; océano; playa; azul; paz; sal; verano; inmensidad; salado; vacaciones; peces; arena	27; 13; 12; 12; 9; 9; 8; 6; 5; 5; 5; 4; 3	agua; mar; azul; peces; grande; inmenso; inmensidad; barcos; paz; vida; atlántico; olas; playa; profundo	32; 28; 20; 9; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3
160	student	pupil	nouns	学生	小学生	estudiante	alumno	student	leerling	Student	Schüler	4.0	5.6923076923076925	5.5	4.766025641025641	6.86206896551724	5.169230769	teacher; school; learner; study; learn; pupil; books; young; work; college; university; child; classroom; graduate; youth; class; desk; education; exams	34; 32; 22; 21; 15; 10; 8; 8; 7; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3	student; eye; school; teacher; iris; dilate; learning; black; desk; learner; child; eyeball	73; 61; 22; 17; 11; 8; 8; 5; 4; 4; 3; 3	老师; 学习; 学校; 考试; 作业; 年轻; 校服; 青春; 上学; 上课; 书本; 大学; 实验	28; 15; 13; 10; 8; 5; 3; 3; 2; 2; 2; 2; 2	幼稚; 红领巾; 可爱; 熊孩子; 书包; 大学生; 中学生; 天真; 无知; lol; 不懂事; 初中生; 学习	11; 6; 5; 5; 4; 4; 3; 3; 3; 2; 2; 2; 2	Universität; Uni; lernen; Lernen; faul; Mensa; Party; Studium; Kommilitone; Professor; arm; studieren; Bafög	22; 14; 9; 5; 5; 4; 4; 4; 3; 3; 3; 3; 2	Schule; Lehrer; lernen; Student; Hausaufgaben; Lernen; Klasse; jung; Buch	33; 30; 8; 7; 4; 4; 3; 3; 2	kot; universiteit; school; leren; studeren; jong; leerling; blokken; leuven; examens; boeken; feesten; fuiven; uitgaan; examen; bier; diploma; gent; hogeschool	27; 20; 18; 17; 15; 13; 13; 11; 11; 8; 6; 6; 6; 6; 4; 3; 3; 3; 3	school; student; leraar; klas; leerkracht; jong; studeren; kind; les; leren; meester; studie; huiswerk; boeken; examens	60; 27; 17; 14; 13; 12; 10; 9; 7; 6; 6; 5; 3; 2; 2	libros; joven; universidad; escuela; alumno; aprender; facultad; estudiar; futuro; universitario; aprendiz; colegio; conocimiento; eterno; juventud; liceo; mochila; aplicado	21; 11; 7; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 2	estudiante; escuela; maestro; aprendiz; aprender; maestra; profesor; clase; docente; niño; alumna; escolar; estudiar	26; 15; 9; 7; 6; 6; 5; 4; 4; 4; 3; 3; 3
188	cat	pet	nouns	猫	宠物	gato	mascota	kat	huisdier	Katze	Haustier	3.363636363636364	2.5384615384615383	3.3	2.8691142191142185	3.6	3.0461538462	dog; feline; meow; purr; mouse; fur; kitten; soft; animal; furry; pet; kitty; tiger; hair; lion; pussy; black; claws; cute; fluffy	61; 22; 17; 15; 13; 10; 7; 7; 6; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3	dog; cat; animal; love; companion; stroke; bird; touch; food; friend; fur; family; fish; rat; rub	67; 52; 20; 10; 7; 7; 6; 6; 5; 5; 4; 3; 3; 3; 3	狗; 可爱; 喵; 眼睛; 铲屎官; 傲娇; 毛; 毛茸茸; 神秘; 萌; 云养猫	20; 11; 9; 5; 5; 3; 3; 3; 3; 3; 2	猫; 狗; 可爱; 兔子; 毛; 动物; 小狗; 狗狗; 陪伴	31; 30; 13; 4; 4; 3; 3; 3; 3	Hund; Maus; Tier; Haustier; schnurren; Miau; streicheln; Fell; Haare; Krallen; Kater; Schnurren; weich	13; 13; 13; 9; 9; 7; 5; 4; 4; 4; 3; 3; 3	Katze; Hund; Hamster; Meerschweinchen; Fell; Freude; Futter; Haare; Hase	38; 37; 7; 3; 2; 2; 2; 2; 2	hond; zacht; lief; poes; dier; huisdier; zwart; spinnen; muis; miauw; krabben; staart; aaien; miauwen; vals; haar; melk; ogen; allergie	26; 19; 17; 17; 14; 12; 12; 11; 10; 8; 7; 6; 5; 5; 5; 4; 4; 4; 3	hond; kat; vis; hamster; konijn; vogel; poes; gezelschap; cavia; vriend; wandelen; goudvis; kanarie	85; 70; 19; 10; 10; 9; 8; 6; 4; 4; 4; 3; 3	animal; perro; felino; pelos; mascota; negro; amor; doméstico; independencia; lindo; mamífero; mimos; suave; amigo; bigotes; bigote	25; 17; 13; 7; 6; 4; 3; 3; 3; 3; 3; 3; 3; 2; 2; 2	perro; gato; animal; amor; compañero; amigo; compañía; familia; fiel	39; 23; 12; 9; 9; 8; 7; 4; 4
205	idea	scheme	nouns	主意	方案	idea	esquema	idee	plan	Idee	Plan	2.909090909090909	3.5384615384615383	3.0	2.410780885780885	5.03448275862069	3.5538461538	thought; light bulb; good; concept; bright; creative; inspiration; new; plan; smart; notion; invention; mind; big; brain; brainstorm; man	68; 26; 13; 11; 8; 8; 7; 7; 7; 6; 5; 4; 4; 3; 3; 3; 3	plan; plot; connive; idea; trick; evil; scam; schema; think; color; housing; program; sly; sneaky; agenda	73; 38; 8; 6; 6; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2	想法; 思考; 好; 点子; 主观; 意见; 聪明; 不错; 决定; 创造; 办法	16; 6; 5; 4; 3; 3; 3; 2; 2; 2; 2	计划; 解决; 策划; 提出; 备选; 实验; 思考; 熬夜; 老板	18; 5; 4; 3; 2; 2; 2; 2; 2	Einfall; Gedanke; Kreativität; Geistesblitz; Kopf; Vorschlag; gut; Glühbirne; Lösung; haben; kreativ	15; 11; 7; 6; 4; 4; 4; 3; 3; 3; 3	Karte; Idee; B; Stadtplan; Konzept; Stadt; Struktur; Ziel; Organisation; Planung; Strategie; Vorhaben; Zukunft	8; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3	denken; lamp; gedachte; plan; goed; creatief; inval; licht; ingeving; oplossing; eureka; gloeilamp; nieuw; uitvinding; inspiratie; leuk; doen; dromen; hoofd; initiatief	25; 25; 22; 13; 11; 10; 9; 8; 7; 7; 6; 6; 6; 5; 4; 4; 3; 3; 3; 3	idee; kaart; huis; architect; weg; bouwen; papier; toekomst; straten; auto; doel; map; reis; schema; stadsplan; tekenen; lezen; orientatie; planning; schat	27; 26; 15; 13; 10; 7; 7; 7; 6; 5; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3	pensamiento; lamparita; creatividad; cerebro; pensar; luz; proyecto; solución; buena; imaginación; plan; argumento	20; 9; 7; 6; 6; 5; 4; 4; 3; 3; 3; 2	resumen; cuadro; dibujo; estructura; estudio; gráfico; mapa; orden; diagrama; estudiar; flechas; forma; mapa mental; organización; plan	9; 8; 6; 5; 5; 5; 5; 4; 3; 3; 3; 3; 3; 3; 3
222	article	journal	nouns	文章	杂志	artículo	diario	artikel	tijdschrift	Artikel	Zeitschrift	2.090909090909091	2.0	1.7	2.237878787878788	3.56666666666667	2.2153846152	newspaper; clothing; magazine; news; paper; the; journal; item; writing; words; piece; story; thing; a; an; confederation; essay; grammar	43; 29; 22; 18; 16; 13; 9; 8; 8; 7; 5; 4; 4; 3; 3; 3; 3; 3	diary; writing; book; paper; newspaper; magazine; pen; daily; log; article; notebook; reading; notes; record; leather; Wall Street; words; personal; private; research	38; 36; 26; 16; 14; 8; 8; 7; 7; 6; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3	发表; 写作; 马伊琍; 段落; 论文; 作家; 小说; 文字; 纸; 书; 优美; 作文; 出轨	6; 5; 5; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2	书; 封面; 时尚; 报纸; 书籍; 报刊; 模特; 看; 看电影; 阅读; 书本; 周刊; 图书	7; 7; 6; 5; 4; 4; 4; 3; 3; 3; 2; 2; 2	Zeitung; der; die; das; Ware; Grammatik; Begleiter; Gegenstand; Substantiv; Supermarkt; kaufen; lesen; schreiben	24; 14; 11; 9; 5; 4; 3; 3; 3; 3; 3; 3; 3	Zeitung; Magazin; lesen; Kiosk; Bilder; Artikel; Information; Lesen; Abo; Mode; Papier; Spiegel	13; 12; 9; 7; 6; 5; 5; 4; 3; 3; 3; 3	krant; tijdschrift; lezen; tekst; journalist; schrijven; winkel; stuk; nieuws; product; wet; boekje; informatie; interessant; koopwaar; kopen; magazine	66; 27; 20; 12; 10; 10; 10; 7; 5; 5; 5; 4; 4; 4; 4; 3; 3	lezen; krant; magazine; humo; roddels; artikel; weekblad; boek; flair; libelle; reclame; foto; wekelijks; abonnement; bladeren; dag allemaal; knack; nieuws; papier; fotos	32; 18; 16; 14; 9; 8; 8; 7; 6; 6; 6; 5; 5; 4; 4; 4; 4; 4; 4; 3	diario; el; revista; periódico; lectura; científico; nota; noticia; ley; libro; periodístico; académico; autor; cosa; código; de un libro; escribir	18; 11; 8; 7; 6; 4; 4; 4; 3; 3; 3; 2; 2; 2; 2; 2; 2	noticias; periódico; papel; día; información; rutina; leer; cotidiano; íntimo; Clarín; país; periodismo	26; 20; 18; 11; 11; 8; 6; 4; 4; 3; 3; 3
227	effort	difficulty	nouns	努力	困难	esfuerzo	dificultad	inspanning	moeilijkheid	Anstrengung	Schwierigkeit	0.1818181818181818	3.3076923076923075	2.7	1.9400349650349649	3.62068965517241	3.0923076924	work; try; hard; attempt; good; strain; sweat; strength; study; time; energy; force; push; school; toil; effortless	40; 38; 22; 7; 6; 6; 6; 5; 5; 5; 4; 4; 4; 4; 4; 3	hard; challenge; easy; level; problem; trouble; obstacle; struggle; ease; test; hardship; math; medium; puzzle; task; troublesome	67; 12; 12; 12; 9; 7; 6; 6; 4; 4; 3; 3; 3; 3; 3; 3	学习; 奋斗; 工作; 加油; 上进; 成功; 刻苦; 勤奋; 赚钱; 辛苦	20; 16; 15; 6; 5; 4; 3; 3; 3; 3	克服; 简单; 解决; 学习; 艰难; 重重; 容易; 弹簧; 生活; 不怕; 任务	10; 9; 6; 4; 4; 4; 3; 3; 3; 2; 2	Sport; Arbeit; Schweiß; Mühe; Schwitzen; Ausdauer; Erschöpfung; Herausforderung; Leistung; schwer; Bemühung; Energie; Erfolg	17; 12; 10; 9; 4; 3; 3; 3; 3; 3; 2; 2; 2	Problem; Herausforderung; Hürde; Lösung; Leichtigkeit; meistern; überwinden; Schwierigkeitsgrad; leicht; Aufgabe; Leben; Stress	17; 11; 9; 8; 6; 5; 5; 4; 4; 3; 3; 3	sport; zweet; werk; moe; moeite; zweten; lopen; vermoeiend; sporten; resultaat; vermoeidheid; zwaar; kracht; spieren; ontspanning; prestatie; voldoening; hardlopen; warm; beloning	28; 23; 20; 18; 18; 14; 8; 8; 7; 6; 6; 6; 5; 5; 4; 4; 4; 3; 3; 2	probleem; oplossing; graad; lastig; nadenken; uitdaging; overwinnen; inspanning; moeilijk; test; vervelend; examen; gemakkelijk; oplossen; wiskunde; gradatie; ingewikkeld; makkelijk; obstakel; opdracht	37; 21; 15; 9; 7; 7; 6; 5; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3	trabajo; cansancio; fuerza; sacrificio; logro; recompensa; sudor; ganas; lucha; meta; voluntad; dedicación; difícil; empeño; mérito	33; 11; 7; 7; 6; 6; 6; 4; 4; 4; 4; 3; 3; 3; 3	difícil; problema; desafío; obstáculo; complicado; escollo; esfuerzo; facilidad; fácil; traba; aprendizaje; piedra; barrera	18; 10; 9; 8; 4; 4; 4; 4; 4; 4; 3; 3; 2
235	sofa	chair	nouns	沙发	椅子	sofá	silla	bank	stoel	Sofa	Stuhl	2.1818181818181817	2.6923076923076925	2.6	2.38041958041958	2.66666666666667	1.6153846152	couch; chair; bed; soft; seat; comfortable; comfy; sit; comfort; cushion; relax; king; sleep; TV; lazy; lounge; pillows	78; 17; 15; 13; 12; 9; 9; 9; 7; 7; 7; 6; 6; 6; 5; 5; 5	sit; table; seat; couch; lead; rest; stool; comfortable; wood; leg; sofa; comfort; furniture; head; rocking; back; bench; comfy; committee	50; 30; 23; 13; 8; 7; 7; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3	电视; 舒服; 舒适; 躺; 柔软; 软; 椅子; 客厅; 家具; 床; 休息; 土豆; 坐	9; 9; 8; 8; 7; 7; 5; 4; 4; 4; 3; 3; 2	桌子; 凳子; 坐; 板凳; 休息; 坐下; 木头; 舒服; 坐着; 家具; 沙发	27; 17; 7; 6; 5; 5; 5; 5; 4; 4; 4	Couch; gemütlich; Wohnzimmer; bequem; Kissen; Sessel; fernsehen; sitzen; weich; Entspannung; Feierabend; Plüsch	15; 13; 11; 11; 8; 6; 6; 6; 5; 4; 3; 3	Tisch; sitzen; Holz; Lehne; Sessel; Sitzgelegenheit; bequem; Bein; Sitz; Sitzen; Stuhlgang	25; 25; 13; 7; 6; 5; 5; 4; 4; 4; 4	geld; zitten; park; zetel; rusten; school; sparen; rekening; rust; tuin; belegging; hout; kluis; loket; zitbank; bankkaart	77; 44; 29; 8; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 2	zitten; tafel; poten; hout; leuning; eten; bureau; design; meubel; zetel; hard; keuken; achterwerk; bruin; kruk	71; 35; 32; 19; 7; 6; 5; 5; 5; 5; 4; 4; 3; 3; 3	sillón; cama; comodidad; descanso; cómodo; living; dormir; mueble; sentarse; relax; silla; televisión	28; 17; 16; 12; 8; 7; 6; 5; 5; 4; 3; 3	asiento; sentarse; mesa; madera; descanso; comodidad; cómoda; banco; sillón; respaldo; almohadón; alta; mueble	19; 18; 17; 14; 8; 7; 7; 5; 5; 4; 3; 3; 3
251	meal	dinner	nouns	餐	晚饭	comida	cena	maaltijd	middageten	Mahlzeit	Abendessen	2.909090909090909	2.923076923076923	3.6	3.5201048951048945	3.44827586206897	3.8769230772	food; eat; dinner; lunch; corn; meat; hungry; time; breakfast; cook; hunger; oatmeal; supper; break; delicious; dining; family	60; 36; 34; 13; 10; 9; 8; 7; 5; 3; 3; 3; 3; 2; 2; 2; 2	food; supper; eat; lunch; evening; meal; table; family; party; bell; hungry; plate; tea; cooking; dine; diner; hunger; main meal; pizza; restaurant	45; 32; 20; 18; 12; 12; 8; 6; 6; 5; 5; 5; 5; 3; 3; 3; 3; 3; 3; 3	吃饭; 午餐; 早餐; 饭; 吃; 晚餐; 食物; 餐饮; 餐厅; 三餐; 好吃; 就餐; 食	17; 11; 8; 7; 5; 5; 5; 5; 4; 3; 3; 3; 3	吃; 早饭; 夜宵; 好吃; 丰盛; 午饭; 晚餐; 减肥; 一家人; 团聚; 土豆	11; 6; 5; 5; 4; 4; 4; 3; 2; 2; 2	Essen; essen; Mittag; Nahrung; Hunger; Brot; Abend; Appetit; Familie; Mittagessen; Teller; Tisch; Ernährung; Frühstück	35; 14; 9; 7; 5; 4; 3; 3; 3; 3; 3; 3; 2; 2	Familie; Brot; Dinner; Essen; Feierabend; Hunger; Mahlzeit; Restaurant; Tisch; Wein; gemütlich; Abendbrot; Käse; spät; warm	12; 9; 6; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3	eten; honger; lekker; diner; middag; ontbijt; warm; lunch; voedsel; bord; boterhammen; brood; samen; tafel; aardappelen; gezellig; koken; restaurant; genieten	73; 22; 14; 10; 9; 9; 9; 6; 6; 5; 5; 5; 5; 5; 4; 4; 4; 4; 3	warm; boterhammen; lunch; brood; soep; honger; lekker; aardappelen; pauze; rust; tafel; gezellig; koffie; middag; 12 uur; maaltijd	34; 24; 24; 14; 14; 13; 12; 9; 8; 7; 6; 5; 5; 5; 4; 4	alimento; rico; hambre; almuerzo; asado; hamburguesa; plato; cena; nutrición; bebida; fruta; milanesa; apetito; carne	16; 14; 11; 7; 6; 6; 6; 5; 5; 4; 4; 4; 3; 3	comida; noche; familia; almuerzo; comer; hambre; mesa; rico; alimento; luz; merienda	35; 19; 13; 9; 6; 5; 4; 4; 3; 3; 3
256	driver	pilot	nouns	司机	飞行员	conductor	piloto	bestuurder	piloot	Fahrer	Pilot	1.4545454545454546	2.076923076923077	5.1	2.788228438228439	3.9	3.2769230772	car; golf; taxi; bus; passenger; limo; steering wheel; chauffeur; cab; club; computer; license; truck; wheel; drunk; Minnie; movie; operator	53; 22; 20; 10; 9; 6; 6; 5; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3	plane; airplane; fly; light; air; captain; first; flight; study; boat; cockpit; man; uniform; wings; jet; project; ship; steer; whale	48; 33; 19; 12; 7; 6; 6; 6; 6; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4	出租车; 开车; 汽车; 老司机; 老; 车; 公交车; 乘客; 职业; 师傅	11; 11; 7; 7; 6; 6; 5; 4; 4; 3	飞机; 帅气; 战斗机; 帅; 视力; 天空; 头盔; 机长; 空军; 高; 二战	29; 6; 6; 5; 4; 3; 3; 3; 3; 3; 2	Auto; Bus; Taxi; Chauffeur; Fahrrad; Führerschein; Beifahrer; LKW; Lenkrad; Sicherheit	45; 16; 8; 7; 6; 5; 4; 3; 3; 3	Flugzeug; Cockpit; fliegen; Verantwortung; Beruf; Flughafen; Autopilot; Brille; Fliegen; Himmel; Serie; Uniform	47; 6; 6; 5; 4; 4; 3; 3; 3; 3; 3; 3	auto; chauffeur; bus; trein; stuur; tram; rijden; baas; vrachtwagen; directeur; leider; manager; ongeval; bedrijf; bob; conducteur; firma; hoofd; regent; autobus	62; 28; 22; 12; 11; 11; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 2	vliegtuig; uniform; lucht; vliegen; cockpit; crash; bril; reizen; stewardess; wolken; kostuum; luchthaven; reis; vleugel; beroep; helikopter; helm; neerstorten; ogen; sabena	80; 16; 13; 13; 9; 6; 5; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	chofer; auto; ómnibus; líder; guía; director; manejar; televisión; calle; coche; conducir; electricidad; responsable; vehículo; autobús; bus	27; 21; 16; 8; 7; 5; 5; 4; 3; 3; 3; 3; 3; 3; 2; 2	avión; volar; conductor; automático; manejar; auto; azafata; lluvia; prueba; uniforme; aire; carrera; chofer; copiloto	52; 9; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3
264	street	alley	nouns	街	小巷	calle	callejón	straat	steeg	Straße	Gasse	3.272727272727273	2.8461538461538463	3.6	3.3349067599067603	4.0	4.2461538462	road; avenue; car; address; lane; walk; house; boulevard; highway; drive; light; sign; pavement; sidewalk; walker; city; home; long; thoroughfare	49; 33; 25; 13; 12; 8; 7; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3	dark; cat; way; back; lane; street; bowling; narrow; road; city; blind; up; winding; dragon; dumpster	36; 29; 17; 15; 14; 14; 9; 9; 7; 5; 4; 4; 4; 3; 3	街道; 逛街; 道; 路; 行人; 道路; 上街; 大街; 街坊; 购物; 长; 人; 人流	13; 10; 10; 7; 4; 4; 3; 3; 3; 3; 3; 2; 2	巷子; 江南; 狭窄; 雨巷; 弄堂; 丁香花; 幽深; 戴望舒; 油纸伞; 胡同; 黑暗; 伞	5; 5; 5; 5; 4; 3; 3; 3; 3; 3; 3; 2	Weg; Auto; Autos; Haus; Asphalt; Adresse; Verkehr; Ampel; Hausnummer; Allee; Autobahn; Gasse; Nummer; Stadt	13; 12; 7; 7; 6; 5; 5; 4; 4; 3; 3; 3; 3; 3	Straße; eng; dunkel; Stadt; Weg; Altstadt; Kopfsteinpflaster; klein; schmal; Häuser; Basel; Dreck; Dunkel; Gassenhauer	22; 13; 11; 10; 6; 5; 5; 4; 4; 3; 2; 2; 2; 2	huizen; weg; auto; laan; adres; wonen; autos; buren; thuis; verkeer; asfalt; mensen; nummer; stenen; beton; buiten; buurt; druk; spelen; bomen	31; 19; 17; 15; 13; 13; 8; 7; 7; 7; 6; 6; 6; 6; 4; 4; 4; 4; 4; 3	donker; smal; straatje; straat; klein; stad; doodlopend; gevaarlijk; nauw; vuil; bang; duister; eng; gezellig	47; 39; 26; 17; 13; 10; 7; 7; 7; 7; 4; 4; 4; 3	vereda; autos; avenida; camino; ruta; adoquín; ciudad; cordón; dirección; esquina; gente; pavimento; sendero; peligro; tránsito; vía; barrio; calzada; casa; cemento	14; 12; 9; 7; 7; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3; 2; 2; 2; 2	oscuro; sin salida; salida; calle; oscuridad; cerrado; miedo; peligro; sucio; encierro; peligroso; barrio	16; 16; 13; 12; 9; 6; 4; 4; 4; 3; 3; 2
270	task	job	nouns	任务	工作	tarea	trabajo	taak	baan	Aufgabe	Beruf	3.363636363636364	4.384615384615385	4.5	3.4441724941724945	3.13793103448276	2.9538461538	job; work; chore; list; master; manager; to do; duty; force; do; objective; mission; goal; activity; assignment; challenge; complete; deadline; expectation	50; 38; 13; 11; 10; 7; 7; 6; 6; 5; 5; 4; 3; 2; 2; 2; 2; 2; 2	work; employment; task; career; money; occupation; Steve; blow; chore; hard; pay; salary; search; boring; fun; jobless; necessary; done	61; 20; 20; 13; 11; 9; 7; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3; 2	完成; 工作; 游戏; 责任; 使命; 秘密; 合作; 必须; 执行; 拖延; 时间; 死亡	23; 6; 4; 4; 3; 3; 2; 2; 2; 2; 2; 2	辛苦; 劳累; 工资; 上班; 忙碌; 事业; 加班; 努力; 熬夜; 任务; 作业; 办公室; 单位; 完成; 工人; 成就	13; 6; 6; 5; 5; 3; 3; 3; 3; 2; 2; 2; 2; 2; 2; 2	erledigen; Lösung; Arbeit; lösen; Herausforderung; Schule; Hausaufgabe; Mathe; Pflicht; Frage; Task; Tätigkeit; Verantwortung; Ziel	10; 9; 7; 7; 6; 6; 4; 4; 4; 3; 3; 3; 3; 3	Arbeit; Berufung; Ausbildung; Job; Geld; Spaß; Erfüllung; Lehrer; Verantwortung; Zukunft; Bäcker	18; 12; 8; 8; 7; 4; 3; 3; 3; 3; 2	werk; opdracht; school; huiswerk; plicht; punten; uitvoeren; doen; huishouden; moeten; verantwoordelijk; job; lastig; moeilijk; opgave; verplichting; volbracht; afmaken	48; 47; 26; 19; 11; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 2	job; weg; werk; auto; straat; geld; verkeer; carrière; rijden; loon; inkomen; piste; rijweg; aarde	62; 47; 36; 12; 11; 8; 7; 6; 6; 5; 3; 3; 3; 2	deber; trabajo; escuela; responsabilidad; obligación; colegio; doméstica; labor; actividad; compromiso; cumplir; domiciliaria; estudio; objetivo	25; 19; 8; 8; 6; 4; 4; 4; 3; 3; 3; 3; 3; 3	dinero; laburo; cansancio; esfuerzo; labor; empleo; necesidad; plata; salario; aburrido; bienestar; desarrollo; ocupación; responsabilidad; sueldo; duro	9; 6; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 2
293	boy	kid	nouns	男孩	孩子	chico	niño	jongen	kleuter	Junge	Kind	3.363636363636364	2.1538461538461537	4.4	3.156759906759905	1.55172413793103	4.2	girl; child; male; man; friend; lad; young; play; kid; son; youth; oh; toy	69; 28; 18; 18; 13; 10; 9; 8; 7; 7; 6; 5; 5	child; goat; joke; gloves; baby; young; tease; boy; youngster; small; play; Billy; fun; games; girl; Josh	73; 46; 16; 12; 10; 10; 9; 8; 6; 5; 4; 3; 3; 3; 3; 3	女孩; 男人; boy; 可爱; 小孩; 性别; 调皮; 青春; 子	34; 6; 5; 5; 4; 4; 4; 4; 2	可爱; 父母; 天真; 妈妈; 婴儿; 小孩; 学校; 家长; 教育; 儿童; 哭; 哭泣; 哭闹; 天性; 奶嘴; 娃; 宝贝	15; 14; 6; 5; 4; 4; 3; 3; 3; 2; 2; 2; 2; 2; 2; 2; 2	Mädchen; Kind; Mann; klein; männlich; jung; Bube; Auto; Geschlecht; Schule; blau; Alte	30; 19; 12; 9; 9; 6; 4; 3; 3; 3; 3; 2	Eltern; klein; Mutter; Baby; Vater; spielen; jung; Erwachsener; Familie; Ball; Geschwister	16; 13; 11; 9; 6; 6; 4; 3; 3; 2; 2	meisje; man; kind; voetbal; zoon; klein; jong; broer; mooi; stoer; penis; auto; broek; geslacht; jeugd; kerel; knaap; lief; mannelijk; onschuldig	54; 27; 18; 13; 11; 10; 9; 8; 6; 6; 4; 3; 3; 3; 3; 3; 3; 3; 3; 3	kind; klein; school; lief; peuter; spelen; kleuterklas; klas; jong; kleuterschool; leuk; baby; boekentas; druk; juf; kleuren	48; 28; 26; 14; 13; 10; 8; 7; 5; 5; 4; 3; 3; 3; 3; 3	pequeño; niño; grande; tamaño; diminuto; bebé; joven; mínimo; nene; poco	38; 34; 18; 6; 4; 3; 3; 3; 3; 3	pequeño; chico; nene; niña; juego; infante; hijo; infancia; alegría; amor; bebé; escuela; inocencia; feliz; juegos; pibe	16; 12; 11; 8; 7; 6; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3
